gender,age,race/ethnicity,parental level of education,ParentMaritalStatus,PracticeSport,lunch,school mark,school_type,test preparation course,Stress,daily studing time,prefer to study in,Financial Status,social_support,extracurricular_activities,teacher_student_relationship,anxiety_level,self_esteem,depression,noise_level,safety,basic_needs,week_absences,internet,daily_freetime,Sleep_Hours,Adaptivity Level,Additional work,Transportation to the school,Taking notes in classes,Listening in classes,teaching_method,school_setting,Explains concepts in an understandable way,Use of presentations,Degree of difficulty of assignments,Structuring of the course,score,decision
female,19,group D,'bachelor''s degree',widowed,never,standard,2,Public,completed,High,3,Morning,Awful,Moderate,No,Moderate,Moderate,Moderate,No,High,No,Moderate,7,No,Moderate,6,Moderate,Yes,Yes,never,High,Experimental,Suburban,Law,Law,High,High,89,PASS
female,23,group E,'associate''s degree',divorced,regularly,free/reduced,3,Public,none,High,2,Anytime,Bad,Moderate,No,No,High,No,High,Moderate,Yes,High,1,No,High,6,Moderate,No,No,sometimes,Law,Experimental,Suburban,High,Law,Moderate,High,95,PASS
female,18,group B,some college,widowed,regularly,standard,2,Public,none,No,2,Anytime,Good,Moderate,Yes,No,Moderate,High,High,High,Yes,Moderate,2,Yes,Moderate,5,Moderate,Yes,Yes,sometimes,High,Experimental,Suburban,High,High,High,Law,72,PASS
female,20,group C,some college,married,sometimes,free/reduced,4,Public,completed,No,4,Morning,Good,No,No,No,Moderate,No,High,High,No,Moderate,8,Yes,Moderate,6,Moderate,Yes,Yes,never,Law,Experimental,Suburban,High,High,High,High,73,PASS
male,24,group D,'associate''s degree',married,regularly,standard,2,Public,none,No,5,Anytime,Good,High,No,No,Moderate,No,High,Moderate,Yes,High,8,Yes,High,6,Low,No,Yes,never,High,Experimental,Suburban,Moderate,High,Law,Moderate,62,PASS
female,24,group E,some high school,single,regularly,standard,1,Public,none,Moderate,3,Morning,Bad,Moderate,Yes,Moderate,High,High,No,High,Yes,Moderate,1,No,High,4,High,No,No,never,Law,Experimental,Suburban,High,Law,Moderate,High,82,PASS
male,19,group B,'associate''s degree',married,sometimes,standard,5,Public,completed,No,5,Night,Good,High,Yes,Moderate,High,Moderate,Moderate,High,Yes,Moderate,7,No,Moderate,4,Moderate,No,Yes,regulary,High,Experimental,Suburban,Law,Moderate,Moderate,Moderate,76,PASS
female,23,group C,high school,married,sometimes,standard,4,Public,none,Moderate,2,Anytime,Good,Moderate,No,High,Moderate,No,Moderate,High,Yes,Moderate,4,Yes,No,5,Low,No,No,sometimes,High,Experimental,Suburban,Moderate,Moderate,Law,High,73,PASS
male,23,group C,some college,married,regularly,standard,1,Public,none,Moderate,2,Night,Fabulous,High,No,No,No,Moderate,Moderate,High,No,High,7,No,No,6,Low,No,Yes,never,High,Experimental,Suburban,Law,Law,Moderate,Moderate,50,FAIL
male,19,group D,some college,married,sometimes,standard,1,Public,none,Moderate,2,Night,Good,Moderate,No,No,High,High,Moderate,High,Yes,Moderate,5,No,High,7,Low,No,Yes,never,Law,Experimental,Suburban,Moderate,Moderate,Moderate,Law,74,PASS
female,23,group C,high school,married,regularly,free/reduced,1,Public,none,High,4,Anytime,Bad,No,Yes,Moderate,High,Moderate,No,Moderate,Yes,High,8,Yes,Moderate,6,Low,No,Yes,regulary,Law,Experimental,Suburban,Law,Law,Moderate,Moderate,57,FAIL
female,23,group D,high school,divorced,never,standard,5,Public,none,Moderate,5,Night,Fabulous,High,No,Moderate,No,No,No,High,No,Moderate,0,No,No,6,Low,Yes,No,sometimes,Law,Experimental,Suburban,Law,High,High,Law,62,PASS
female,18,group E,'associate''s degree',married,sometimes,standard,4,Public,none,No,3,Night,Good,No,Yes,Moderate,No,No,No,Moderate,Yes,High,3,Yes,Moderate,5,Low,No,Yes,sometimes,Law,Experimental,Suburban,High,Law,Moderate,Law,77,PASS
female,18,group A,some college,married,never,standard,4,Public,completed,No,4,Anytime,Fabulous,No,Yes,Moderate,No,No,Moderate,High,No,Moderate,3,Yes,High,4,High,Yes,No,sometimes,Law,Experimental,Suburban,Law,Law,Moderate,Law,73,PASS
female,22,group D,some college,single,sometimes,free/reduced,5,Public,none,High,4,Anytime,Good,Moderate,No,High,Moderate,High,Moderate,High,Yes,Moderate,4,No,No,7,Low,No,Yes,regulary,Law,Experimental,Suburban,Moderate,Moderate,High,Law,75,PASS
female,24,group C,high school,married,regularly,standard,1,Public,completed,High,3,Anytime,Good,Moderate,Yes,Moderate,Moderate,No,High,High,Yes,Moderate,1,No,High,6,Moderate,Yes,No,never,High,Experimental,Suburban,Moderate,High,Law,Moderate,91,PASS
female,22,group C,high school,single,regularly,standard,4,Public,completed,No,4,Morning,Fabulous,Moderate,Yes,Moderate,No,Moderate,High,High,Yes,Moderate,0,No,Moderate,4,Moderate,No,No,regulary,Law,Experimental,Suburban,Law,Moderate,Law,Moderate,84,PASS
male,19,group C,some college,single,sometimes,standard,1,Public,none,No,3,Night,Good,High,Yes,Moderate,No,Moderate,Moderate,Moderate,Yes,High,4,Yes,High,4,Low,No,No,sometimes,High,Experimental,Suburban,Law,Moderate,Law,High,77,PASS
female,23,group B,'bachelor''s degree',married,sometimes,standard,1,Public,none,Moderate,3,Night,Fabulous,High,Yes,High,No,Moderate,Moderate,High,No,Moderate,0,Yes,High,7,Moderate,Yes,Yes,sometimes,Law,Experimental,Suburban,Moderate,Law,High,Moderate,67,PASS
male,23,group D,'master''s degree',married,sometimes,standard,5,Public,none,No,4,Night,Fabulous,Moderate,Yes,Moderate,High,No,No,Moderate,Yes,High,5,Yes,No,7,Low,No,Yes,sometimes,Law,Experimental,Suburban,High,Moderate,Moderate,Moderate,63,PASS
male,24,group C,some high school,single,sometimes,standard,1,Public,none,Moderate,3,Night,Fabulous,Moderate,No,High,Moderate,Moderate,High,High,Yes,No,3,No,Moderate,6,Low,No,No,never,High,Experimental,Suburban,High,Law,High,Law,75,PASS
female,24,group D,'master''s degree',single,never,standard,2,Public,completed,No,5,Anytime,Good,No,No,Moderate,Moderate,Moderate,High,High,Yes,Moderate,2,No,High,6,High,No,No,never,Law,Standard,Suburban,Law,Law,High,Moderate,97,PASS
male,24,group B,'associate''s degree',divorced,sometimes,free/reduced,3,Public,completed,No,5,Night,Awful,No,Yes,Moderate,Moderate,High,Moderate,Moderate,Yes,High,7,No,No,5,Moderate,No,No,sometimes,High,Standard,Suburban,High,Law,Law,High,70,PASS
female,21,group C,high school,married,sometimes,standard,4,Public,completed,No,2,Night,Bad,Moderate,Yes,Moderate,Moderate,Moderate,No,Moderate,No,High,6,Yes,High,4,Moderate,Yes,No,never,High,Standard,Suburban,High,Law,Moderate,Moderate,60,PASS
female,19,group D,some high school,married,sometimes,standard,4,Public,none,No,4,Night,Good,No,Yes,Moderate,High,Moderate,No,Moderate,Yes,High,4,No,High,7,High,Yes,No,regulary,High,Standard,Suburban,Moderate,Moderate,Law,High,82,PASS
male,18,group B,'bachelor''s degree',married,regularly,standard,3,Public,none,Moderate,3,Night,Fabulous,Moderate,No,No,High,Moderate,No,Moderate,Yes,High,4,No,Moderate,4,High,No,Yes,sometimes,Law,Standard,Suburban,Law,Law,Moderate,High,92,PASS
female,18,group B,'associate''s degree',divorced,sometimes,standard,5,Public,completed,Moderate,3,Anytime,Fabulous,No,Yes,Moderate,Moderate,High,Moderate,No,Yes,High,5,Yes,High,5,High,No,Yes,regulary,Law,Standard,Suburban,Moderate,Moderate,Moderate,High,77,PASS
male,21,group D,'bachelor''s degree',single,regularly,standard,4,Public,none,No,3,Night,Good,No,No,No,No,No,High,High,Yes,Moderate,8,Yes,No,6,Moderate,No,Yes,sometimes,High,Standard,Suburban,Law,Law,Law,Moderate,82,PASS
female,24,group E,some high school,married,sometimes,free/reduced,5,Public,completed,Moderate,2,Night,Bad,Moderate,No,Moderate,No,No,High,High,Yes,Moderate,1,Yes,High,6,Low,Yes,Yes,sometimes,Law,Standard,Suburban,Law,Moderate,High,Moderate,59,FAIL
female,20,group D,some college,single,regularly,free/reduced,3,Public,completed,Moderate,2,Anytime,Fabulous,Moderate,No,Moderate,No,High,No,Moderate,Yes,Moderate,3,Yes,No,7,Moderate,No,No,never,Law,Standard,Suburban,High,Law,Law,High,66,PASS
male,22,group A,high school,married,sometimes,free/reduced,2,Public,completed,No,4,Night,Good,Moderate,No,Moderate,Moderate,Moderate,No,High,Yes,Moderate,2,Yes,No,7,Low,Yes,No,sometimes,High,Standard,Suburban,Law,Moderate,Law,Law,30,FAIL
female,19,group C,some college,married,sometimes,standard,5,Public,none,No,2,Anytime,Fabulous,Moderate,No,High,High,No,High,High,No,High,5,Yes,No,6,Low,Yes,Yes,regulary,Law,Standard,Suburban,Moderate,High,Law,Moderate,88,PASS
male,18,group A,some high school,divorced,sometimes,standard,3,Public,none,High,4,Anytime,Bad,High,No,No,High,Moderate,Moderate,High,No,Moderate,1,No,No,4,Moderate,No,No,sometimes,High,Standard,Suburban,Moderate,Moderate,High,High,55,FAIL
female,22,group C,high school,married,sometimes,standard,2,Public,none,No,5,Night,Good,High,Yes,No,No,Moderate,Moderate,Moderate,Yes,High,8,No,High,7,Moderate,Yes,Yes,sometimes,Law,Standard,Suburban,Moderate,Moderate,Moderate,High,81,PASS
female,24,group B,some college,divorced,regularly,standard,2,Public,none,No,3,Anytime,Fabulous,No,Yes,High,Moderate,High,Moderate,Moderate,Yes,High,5,Yes,Moderate,6,Low,No,Yes,sometimes,Law,Standard,Suburban,High,Law,Moderate,Law,75,PASS
female,24,group C,'associate''s degree',divorced,regularly,standard,5,Public,none,Moderate,3,Anytime,Fabulous,No,No,Moderate,No,Moderate,High,Moderate,Yes,High,4,No,High,6,Moderate,Yes,No,regulary,Law,Standard,Suburban,Moderate,Moderate,Moderate,Moderate,76,PASS
male,23,group B,some high school,single,regularly,free/reduced,5,Public,none,Moderate,3,Night,Bad,Moderate,No,High,Moderate,No,Moderate,Moderate,Yes,High,8,No,No,6,Moderate,No,No,regulary,Law,Standard,Suburban,Law,Moderate,Moderate,Moderate,59,FAIL
male,19,group E,high school,widowed,regularly,standard,2,Public,none,Moderate,5,Anytime,Bad,No,No,Moderate,No,No,No,Moderate,No,High,1,Yes,Moderate,4,Moderate,No,No,never,High,Standard,Suburban,Moderate,Law,High,Law,63,PASS
male,21,group D,high school,single,regularly,standard,4,Public,none,High,5,Anytime,Fabulous,No,No,No,Moderate,Moderate,No,High,No,Moderate,0,No,Moderate,4,Low,No,Yes,sometimes,High,Standard,Suburban,High,Moderate,Moderate,Law,49,FAIL
male,18,group D,'associate''s degree',divorced,sometimes,standard,4,Public,none,No,2,Anytime,Good,Moderate,No,Moderate,No,High,Moderate,High,Yes,High,2,Yes,Moderate,5,Low,Yes,No,never,High,Standard,Suburban,Moderate,Law,Moderate,High,65,PASS
female,24,group B,'associate''s degree',married,sometimes,free/reduced,2,Public,none,No,3,Night,Good,Moderate,Yes,Moderate,No,Moderate,Moderate,Moderate,Yes,High,2,Yes,No,4,Low,Yes,Yes,regulary,Law,Standard,Suburban,High,Law,Moderate,Law,63,PASS
male,18,group D,some college,married,regularly,standard,5,Public,none,Moderate,4,Morning,Good,No,No,Moderate,High,No,Moderate,High,Yes,Moderate,1,Yes,No,7,Moderate,Yes,No,never,Law,Standard,Suburban,Moderate,Moderate,Law,Moderate,78,PASS
female,24,group C,'bachelor''s degree',married,never,standard,2,Public,none,No,2,Morning,Bad,No,Yes,Moderate,High,Moderate,No,Moderate,Yes,Moderate,1,No,Moderate,7,High,No,Yes,never,Law,Standard,Suburban,Law,Moderate,Moderate,Moderate,85,PASS
female,24,group D,high school,divorced,regularly,standard,4,Public,none,No,3,Anytime,Bad,No,No,No,High,High,Moderate,Moderate,Yes,High,6,Yes,High,6,Low,Yes,No,sometimes,Law,Standard,Suburban,High,Law,Moderate,Moderate,53,FAIL
male,22,group E,some college,married,sometimes,standard,2,Public,none,Moderate,2,Morning,Fabulous,Moderate,Yes,High,No,High,High,High,No,Moderate,5,Yes,Moderate,6,Low,No,No,regulary,Law,Standard,Suburban,High,Moderate,Law,Moderate,57,FAIL
female,20,group E,'master''s degree',divorced,sometimes,free/reduced,4,Public,none,No,2,Anytime,Bad,High,No,No,Moderate,No,No,High,Yes,Moderate,3,Yes,High,6,Moderate,No,No,never,Law,Standard,Suburban,High,Moderate,High,Moderate,84,PASS
female,20,group D,high school,single,regularly,standard,1,Public,completed,No,4,Anytime,Bad,High,Yes,No,Moderate,No,No,Moderate,Yes,High,0,Yes,Moderate,4,Low,Yes,Yes,sometimes,High,Standard,Suburban,Moderate,Moderate,Law,Moderate,72,PASS
male,18,group D,high school,married,regularly,free/reduced,3,Public,none,High,4,Anytime,Good,High,Yes,Moderate,Moderate,High,High,Moderate,Yes,High,0,Yes,No,4,High,No,No,never,Law,Standard,Suburban,Moderate,Moderate,Moderate,High,68,PASS
female,19,group B,'master''s degree',married,sometimes,standard,1,Public,none,No,3,Anytime,Awful,No,No,Moderate,Moderate,No,High,Moderate,Yes,High,7,No,High,5,Low,Yes,Yes,never,High,Standard,Suburban,High,Moderate,High,Moderate,65,PASS
female,22,group C,some high school,married,regularly,standard,1,Public,none,No,2,Anytime,Fabulous,High,Yes,Moderate,Moderate,Moderate,Moderate,Moderate,Yes,High,0,No,High,6,Moderate,Yes,No,regulary,High,Standard,Suburban,Law,Law,Moderate,Law,61,PASS
male,24,group D,'master''s degree',married,sometimes,free/reduced,4,Public,none,No,5,Morning,Bad,High,No,High,Moderate,High,No,High,Yes,Moderate,4,Yes,No,6,Low,No,Yes,sometimes,Law,Standard,Suburban,Moderate,Moderate,Law,Moderate,76,PASS
male,20,group E,high school,divorced,never,standard,2,Public,completed,Moderate,2,Anytime,Good,No,No,High,High,No,Moderate,Moderate,Yes,High,6,No,Moderate,5,Low,No,Yes,sometimes,Law,Standard,Suburban,Moderate,High,High,Law,90,PASS
female,18,group D,some college,widowed,sometimes,free/reduced,1,Public,none,No,3,Anytime,Good,Moderate,Yes,No,No,High,No,High,No,High,8,Yes,High,6,Moderate,No,No,never,High,Standard,Suburban,High,Moderate,High,High,64,PASS
male,24,group B,some high school,divorced,sometimes,standard,3,Public,none,No,2,Anytime,Fabulous,Moderate,Yes,Moderate,High,High,Moderate,High,No,No,6,Yes,High,5,Low,No,No,sometimes,Law,Standard,Suburban,High,Moderate,Moderate,High,43,FAIL
female,21,group B,high school,married,sometimes,standard,1,Public,none,No,2,Morning,Good,Moderate,No,High,High,No,Moderate,Moderate,Yes,High,1,Yes,Moderate,4,Moderate,Yes,Yes,regulary,High,Standard,Suburban,High,Law,Moderate,High,71,PASS
male,21,group C,'bachelor''s degree',divorced,sometimes,free/reduced,3,Public,completed,High,3,Anytime,Fabulous,Moderate,Yes,No,High,High,No,Moderate,Yes,High,5,No,High,5,Moderate,No,No,regulary,High,Standard,Suburban,Law,High,High,High,68,PASS
male,19,group D,'associate''s degree',married,regularly,standard,5,Public,none,Moderate,5,Anytime,Fabulous,No,Yes,No,No,Moderate,No,Moderate,Yes,High,5,Yes,Moderate,6,Moderate,No,No,regulary,High,Standard,Suburban,High,Law,Moderate,Moderate,55,FAIL
female,24,group E,'bachelor''s degree',single,regularly,standard,3,Public,none,No,3,Morning,Fabulous,No,No,High,Moderate,Moderate,Moderate,Moderate,Yes,High,5,No,No,6,Low,Yes,Yes,never,High,Standard,Suburban,High,Moderate,Moderate,Moderate,82,PASS
female,23,group B,high school,married,regularly,free/reduced,2,Public,completed,No,4,Anytime,Bad,Moderate,Yes,Moderate,No,Moderate,Moderate,High,No,Moderate,3,Yes,Moderate,7,Moderate,No,No,never,High,Standard,Suburban,Law,Law,High,Moderate,65,PASS
male,21,group A,'associate''s degree',divorced,sometimes,standard,5,Public,none,High,4,Anytime,Bad,No,No,No,Moderate,High,Moderate,High,Yes,High,2,Yes,No,7,Low,Yes,No,never,Law,Standard,Suburban,High,Law,High,Moderate,60,PASS
female,19,group E,'bachelor''s degree',married,regularly,free/reduced,5,Public,none,Moderate,3,Anytime,Good,Moderate,No,Moderate,No,Moderate,Moderate,High,Yes,Moderate,6,Yes,No,6,Moderate,Yes,No,never,Law,Standard,Suburban,Moderate,Moderate,High,Moderate,64,PASS
female,18,group C,some high school,married,sometimes,standard,4,Public,completed,No,4,Night,Good,Moderate,No,Moderate,Moderate,Moderate,Moderate,High,Yes,Moderate,7,No,Moderate,5,Low,No,Yes,regulary,Law,Standard,Suburban,High,Law,Law,Law,70,PASS
male,19,group B,some high school,married,sometimes,free/reduced,1,Public,none,Moderate,3,Anytime,Good,Moderate,No,High,High,Moderate,Moderate,High,No,Moderate,2,No,No,7,High,No,No,sometimes,Law,Standard,Suburban,High,Law,Moderate,Moderate,48,FAIL
male,19,group D,some high school,single,sometimes,standard,1,Public,completed,No,5,Anytime,Fabulous,No,Yes,Moderate,No,No,High,High,No,Moderate,4,No,High,4,Low,No,No,regulary,Law,Standard,Suburban,High,High,Law,Moderate,64,PASS
male,23,group D,'bachelor''s degree',divorced,sometimes,standard,3,Public,completed,Moderate,5,Night,Fabulous,No,No,No,Moderate,Moderate,Moderate,Moderate,Yes,High,6,Yes,Moderate,7,Moderate,No,Yes,sometimes,High,Standard,Suburban,High,High,Moderate,High,81,PASS
male,19,group D,high school,single,sometimes,standard,5,Public,none,Moderate,4,Anytime,Bad,Moderate,Yes,Moderate,No,Moderate,High,High,No,Moderate,7,No,High,5,Moderate,Yes,Yes,never,Law,Standard,Suburban,High,Law,Moderate,High,59,FAIL
female,19,group D,some college,married,sometimes,free/reduced,2,Public,none,Moderate,5,Night,Good,High,No,No,High,No,Moderate,Moderate,Yes,High,8,Yes,No,5,High,No,Yes,sometimes,Law,Standard,Suburban,Moderate,Law,Moderate,Law,43,FAIL
male,20,group E,'bachelor''s degree',single,never,standard,3,Public,none,High,3,Anytime,Good,No,No,Moderate,No,Moderate,High,High,No,High,3,No,No,5,Low,No,Yes,sometimes,Law,Standard,Suburban,Law,Law,Moderate,Moderate,60,PASS
female,20,group D,high school,single,sometimes,standard,3,Non-Public,none,Moderate,4,Morning,Good,No,No,Moderate,Moderate,No,No,High,Yes,Moderate,7,Yes,Moderate,4,Low,Yes,No,sometimes,Law,Experimental,Rural,High,Law,Moderate,High,91,PASS
male,23,group B,'associate''s degree',married,sometimes,free/reduced,5,Non-Public,none,No,2,Anytime,Good,Moderate,Yes,No,No,No,No,Moderate,No,High,4,No,Moderate,7,Moderate,Yes,Yes,sometimes,Law,Experimental,Rural,Law,Law,Moderate,Moderate,38,FAIL
female,21,group D,high school,married,sometimes,free/reduced,5,Non-Public,none,High,4,Night,Bad,High,No,No,Moderate,No,High,Moderate,Yes,High,3,Yes,No,6,Low,Yes,No,sometimes,Law,Experimental,Rural,Law,High,Moderate,Moderate,26,FAIL
female,24,group C,'associate''s degree',married,sometimes,standard,4,Non-Public,completed,No,3,Morning,Good,Moderate,No,Moderate,No,Moderate,Moderate,Moderate,Yes,High,0,No,Moderate,4,Moderate,No,No,sometimes,High,Experimental,Rural,High,Moderate,Moderate,Moderate,65,PASS
male,18,group C,high school,divorced,sometimes,standard,1,Non-Public,completed,High,4,Anytime,Good,High,No,No,Moderate,High,No,High,No,Moderate,8,No,No,7,Low,No,Yes,regulary,Law,Experimental,Rural,Law,Moderate,High,Law,79,PASS
female,20,group B,'bachelor''s degree',single,regularly,standard,2,Non-Public,none,Moderate,2,Anytime,Good,No,Yes,No,No,Moderate,No,High,Yes,High,8,No,Moderate,7,Low,Yes,No,sometimes,High,Experimental,Rural,Law,Law,Law,Moderate,62,PASS
female,22,group A,some college,married,sometimes,free/reduced,2,Non-Public,none,Moderate,5,Morning,Good,High,No,Moderate,Moderate,No,No,No,No,High,6,Yes,High,6,Moderate,No,Yes,sometimes,Law,Experimental,Rural,High,Law,Law,Law,36,FAIL
male,24,group C,some college,married,sometimes,free/reduced,3,Non-Public,none,No,3,Anytime,Fabulous,Moderate,Yes,Moderate,High,Moderate,No,High,Yes,Moderate,3,No,No,7,Moderate,No,No,never,Law,Experimental,Rural,High,Law,Moderate,High,67,PASS
male,18,group C,some high school,married,sometimes,standard,3,Non-Public,none,Moderate,3,Anytime,Bad,Moderate,Yes,No,No,Moderate,No,High,Yes,Moderate,8,Yes,Moderate,5,High,No,No,never,High,Experimental,Rural,Law,Moderate,Law,Law,34,FAIL
female,24,group D,some college,divorced,regularly,standard,5,Non-Public,completed,No,3,Night,Fabulous,High,No,Moderate,Moderate,No,High,High,Yes,Moderate,0,No,No,4,High,Yes,No,sometimes,High,Experimental,Rural,High,Moderate,Law,Law,98,PASS
female,19,group A,high school,divorced,never,free/reduced,3,Non-Public,none,No,4,Night,Bad,No,Yes,Moderate,Moderate,High,High,High,Yes,High,0,Yes,No,7,High,No,Yes,sometimes,High,Experimental,Rural,Law,Law,Law,Law,66,PASS
female,18,group C,'master''s degree',married,regularly,standard,3,Non-Public,none,Moderate,2,Night,Fabulous,Moderate,Yes,Moderate,No,Moderate,High,High,Yes,Moderate,0,Yes,Moderate,7,High,No,No,regulary,Law,Experimental,Rural,High,Law,Law,High,62,PASS
male,22,group C,some high school,divorced,sometimes,standard,1,Non-Public,completed,No,5,Morning,Fabulous,Moderate,Yes,No,Moderate,No,High,Moderate,Yes,High,4,Yes,No,5,Moderate,No,No,sometimes,High,Experimental,Rural,High,Law,Law,Law,75,PASS
female,23,group B,some college,married,sometimes,free/reduced,5,Non-Public,none,Moderate,3,Night,Good,No,Yes,Moderate,High,No,No,High,Yes,Moderate,2,No,No,7,Low,No,No,regulary,Law,Experimental,Rural,High,Law,Law,Law,77,PASS
